Registration_number,Flag,Latitude,Longitude,Altitude,Direction,Speed,Flight_number,Flight_icao,Flight_iata,Departure_icao,Departure_iata,Arrival_icao,Arrival_iata,Airline_icao,Airline_iata,Aircraft_icao,Updated,Status
ES-ACN,SE,50.902,4.485,0,64,0,1600,SAS1600,SK1600,EBBR,BRU,ESSA,ARN,SAS,SK,CRJ9,1688586783,landed
ES-SAX,SE,58.738724,16.392754,7749,221,757,1427,SAS40G,SK1427,ESSA,ARN,EKCH,CPH,SAS,SK,A320,1688586758,en-route
ES-SAB,NP,42.273949,-5.307802,10965,24,970,1554,,TB1554,GCLP,LPA,EBBR,BRU,,TB,A320,1688586760,en-route
,CA,62.29,-150.12,220,358,172,7DG,NRL7DG,N507DG,PAMR,MRI,PASX,SXQ,NRL,N5,,1688586783,en-route
EK-YRB,AM,54.145512,47.064137,10668,135,483,427,ACY427,G6427,ULLI,LED,UDYZ,EVN,ACY,G6,A320,1688586753,en-route
EK-SHC,AM,55.046494,37.593842,8176,343,688,709,SHS709,5G709,UDYZ,EVN,UUEE,SVO,SHS,5G,B735,1688586757,en-route
4K-AZ84,AZ,43.899902,50.738762,10363,188,887,810,AHY810,J2810,UUWW,VKO,UBBB,GYD,AHY,J2,A320,1688586757,en-route
A5-JSW,BT,-0.519244,110.079643,10668,121,794,900,DRK900,KB900,WSSS,SIN,WPDL,DIL,DRK,KB,A319,1688586755,en-route
UP-DH004,KZ,51.7,68.76,7620,117,611,368,QAZ368,IQ368,UAUU,KSN,UACC,NQZ,QAZ,IQ,DH8D,1688586783,en-route
UP-B3737,KZ,53.616306,43.066566,10058,106,509,816,VSV816,DV816,UUWW,VKO,UAAA,ALA,VSV,DV,B38M,1688586751,en-route
YA-CAV,AF,40.117,32.994,0,357,0,714,AFG714,FG714,LTAC,ESB,,,AFG,FG,A310,1688586783,landed
S2-AFL,BD,24.781572,54.121815,9403,72,851,126,BBC126,BG126,OTHH,DOH,VGHS,DAC,BBC,BG,B738,1688586759,en-route
9K-AKF,KW,26.96,63.5,10668,90,872,345,KAC345,KU345,OKBK,KWI,VAAH,AMD,KAC,KU,A320,1688586783,en-route
9K-APG,KW,40.01,36.41,12496,120,916,102,KAC102,KU102,EGLL,LHR,OKBK,KWI,KAC,KU,A338,1688586783,en-route
9K-AKO,KW,29.242836,47.965893,0,241,0,783,KAC783,KU783,OKBK,KWI,OEJN,JED,KAC,KU,A20N,1688586542,landed
9K-CBI,KW,29.237514,47.97707,0,247,35,535,JZR535,J9535,OKBK,KWI,VGEG,CGP,JZR,J9,A20N,1688586758,en-route
9K-CAR,KW,28.490108,47.05283,6789,81,720,262,JZR262,J9262,OLBA,BEY,OKBK,KWI,JZR,J9,A320,1688586758,en-route
9K-CBA,KW,29.284571,48.735996,4846,105,757,635,JZR635,J9635,OKBK,KWI,UAIT,HSA,JZR,J9,A20N,1688586750,en-route
9K-CBB,KW,29.239264,47.973591,0,174,0,533,JZR533,J9533,OKBK,KWI,VGHS,DAC,JZR,J9,A20N,1688586757,landed
HZ-AQG,SA,23.81012,44.267803,11582,249,924,1051,SVA1051,SV1051,OERK,RUH,OEJN,JED,SVA,SV,A333,1688585558,en-route
HZ-AK13,SA,25.46,33.25,11887,123,885,9786,SVA9786,SV9786,GMMX,RAK,,,SVA,SV,B77W,1688586783,en-route
HZ-AK14,SA,23.86,90.39,0,275,9,805,SVA805,SV805,VGHS,DAC,OERK,RUH,SVA,SV,B77W,1688586783,en-route
HZ-ASA,SA,25.92135,41.165817,10668,99,829,212,SVA212,SV212,LIMC,MXP,OERK,RUH,SVA,SV,A320,1688586530,en-route
HZ-ASB,SA,26.227625,36.970158,10660,83,829,170,SVA170,SV170,EDDM,MUC,OERK,RUH,SVA,SV,A320,1688586754,en-route
HZ-ASI,SA,25.21344,46.408283,3573,150,537,1228,SVA1228,SV1228,OERR,RAE,OERK,RUH,SVA,SV,A321,1688586758,en-route
HZ-AK26,SA,23.528666,58.767548,10668,68,885,3704,SVA3704,SV3704,,,,,SVA,SV,B77W,1688586758,en-route
HZ-AS51,SA,24.835945,46.760143,1318,331,337,342,SVA342,SV342,HESH,SSH,OERK,RUH,SVA,SV,A320,1688586758,en-route
HZ-AS53,SA,24.256531,45.628662,7216,214,794,1679,SVA1679,SV1679,OERK,RUH,OEAB,AHB,SVA,SV,A320,1688586758,en-route
HZ-FAA,SA,28.725998,32.535114,8869,143,851,762,FAD762,F3762,HECA,CAI,OEJN,JED,FAD,F3,A320,1688586752,en-route
HZ-AS58,SA,24.921066,46.70644,807,331,240,194,SVA194,SV194,LGMK,JMK,OERK,RUH,SVA,SV,A320,1688586714,en-route
HZ-FAD,SA,25.00589,46.597088,2072,238,457,253,FAD253,,,,,,FAD,F3,A320,1688586758,en-route
HZ-AS73,SA,26.432373,48.445148,8039,77,727,1126,SVA1126,SV1126,OEJN,JED,OEDF,DMM,SVA,SV,A320,1688586758,en-route
HZ-AS74,SA,24.74588,46.655121,3086,148,431,334,SVA334,SV334,HEBA,HBE,OERK,RUH,SVA,SV,A320,1688586758,en-route
HZ-FAI,SA,24.805882,41.680836,9707,262,816,231,FAD231,F3231,OERK,RUH,OEMA,MED,FAD,F3,A320,1688585690,en-route
YI-BAS,IQ,28.092728,49.384125,10363,321,805,402,FBA402,IF402,OMDB,DXB,ORBI,BGW,FBA,IF,B738,1688586758,en-route
EP-IBC,IR,26.627197,44.398396,10972,240,885,1780,IRA1780,,,,,,IRA,IR,A306,1688585692,en-route
EP-IBD,IR,27.505995,45.261242,10058,55,898,1771,IRA1771,,,,,,IRA,IR,A306,1688586750,en-route
4X-EHC,IL,37.933662,23.947493,0,213,3,544,ELY544,LY544,LGAV,ATH,LLBG,TLV,ELY,LY,B739,1688586761,landed
4X-EKI,IL,42.691,23.416,0,312,0,552,ELY552,LY552,LBSF,SOF,LLBG,TLV,ELY,LY,B738,1688586783,landed
4X-ABI,IL,32.351669,34.525688,2468,127,466,756,ISR756,6H756,LJLJ,LJU,LLBG,TLV,ISR,6H,A320,1688586758,en-route
JY-AYT,JO,33.623566,32.171333,10660,128,487,152,RJA152,RJ152,EHAM,AMS,OJAI,AMM,RJA,RJ,A321,1688586760,en-route
JY-AYV,JO,30.746729,36.159027,7734,170,800,2902,RJA2902,RJ2902,OJAI,AMM,OEJN,JED,RJA,RJ,A321,1688586759,en-route
JY-BAB,JO,42.910221,-84.480484,9745,251,818,263,RJA263,RJ263,OJAI,AMM,KORD,ORD,RJA,RJ,B788,1688586760,en-route
JY-BAC,JO,31.895172,35.855957,2537,97,544,118,RJA118,RJ118,LFPG,CDG,OJAI,AMM,RJA,RJ,B788,1688586659,en-route
JY-BAE,JO,41.736832,-71.521179,8770,214,896,261,RJA261G,RJ261,OJAI,AMM,KJFK,JFK,RJA,RJ,B788,1688586760,en-route
OD-MRT,LB,33.981224,35.521774,9281,121,553,8716,MEA8716,,,,,,MEA,ME,A320,1688586760,en-route
OD-MEE,LB,30.565475,31.200363,2727,184,550,306,MEA306,ME306,OLBA,BEY,HECA,CAI,MEA,ME,A332,1688586750,en-route
9M-MXE,MY,5.77,86.36,10668,100,763,178,MAS178,MH178,VCBI,CMB,WMKK,KUL,MAS,MH,B738,1688586783,en-route
9M-MTO,MY,-14.719182,120.839745,11277,130,863,123,MAS123,MH123,WMKK,KUL,YSSY,SYD,MAS,MH,A333,1688586650,en-route
9M-LCU,TH,-21.841473,115.519966,10972,333,779,156,MXD156,OD156,YPPH,PER,WMKK,KUL,MXD,OD,B738,1688586752,en-route
9M-LRK,TH,-22.324982,113.131523,11277,165,848,191,MXD191,OD191,WMKK,KUL,YPPH,PER,MXD,OD,B38M,1688586650,en-route
9M-AGH,MY,4.01,95.63,10668,97,813,46,AXM46,AK46,VCBI,CMB,WMKK,KUL,AXM,AK,A20N,1688586783,en-route
9M-AGO,MY,22.64,88.44,0,337,0,63,AXM63,AK63,WMKK,KUL,VECC,CCU,AXM,AK,A20N,1688586783,landed
9M-AGQ,MY,10.77,78.79,510,270,242,29,AXM29,AK29,WMKK,KUL,VOTR,TRZ,AXM,AK,A20N,1688586783,en-route
RP-C8966,MY,14.51,121.01,0,329,0,626,APG626,Z2626,RPMD,DVO,RPLL,MNL,AXM,Z2,A320,1688586783,landed
RP-C9934,PH,-8.712341,115.632637,10058,175,850,223,PAL223,PR223,RPLL,MNL,YPPH,PER,PAL,PR,A21N,1688585489,en-route
RP-C9936,PH,-2.882468,130.685776,10043,147,840,221,PAL221,PR221,RPLL,MNL,YBBN,BNE,PAL,PR,A21N,1688585751,en-route
AP-BHX,PK,23.77,42.69,11277,91,851,764,PIA764,PK764,OEJN,JED,OPKC,KHI,PIA,PK,B772,1688586783,en-route
4R-ALQ,LK,24.928574,46.829529,3162,164,559,266,ALK266,UL266,OERK,RUH,VCBI,CMB,ALK,UL,A333,1688586758,en-route
4R-ALS,LK,29.224342,47.972595,0,154,38,230,ALK230,UL230,OKBK,KWI,VCBI,CMB,ALK,UL,A332,1688586758,en-route
YK-BAG,SY,52.72,42.1,10972,328,777,421,SAW421,6Q421,OSDI,DAM,UUEE,SVO,SAW,6Q,A320,1688586783,en-route
B-5113,DK,30.23,120.42,0,334,5,2619,JDL2619,JG2619,ZSHC,HGH,,,JDL,JG,B738,1688586783,en-route
B-5156,CN,32.94,129.72,8839,70,914,205,CYZ205,CF205,ZSPD,PVG,RJBB,KIX,CYZ,CF,B738,1688586783,en-route
B-5335,DK,22.97,113.58,1607,142,500,2645,JDL2645,JG2645,ZBAD,PKX,ZGSZ,SZX,JDL,JG,B738,1688586783,en-route
B-2001,CN,31.34,128.77,10858,295,844,736,CES736,MU736,YSSY,SYD,ZSPD,PVG,CES,MU,B77W,1688586783,en-route
B-2002,CN,60.562553,58.665325,10058,97,903,220,CES220,MU220,EDDF,FRA,ZSPD,PVG,CES,MU,B77W,1688586144,en-route
B-2079,CN,34.79,114.6,9479,4,929,9827,HLF9827,I99827,ZGSZ,SZX,ZBTJ,TSN,HLF,I9,B77L,1688586783,en-route
B-2081,CN,50.15,98.99,10668,122,851,468,CSN468,CZ468,EDDF,FRA,ZGGG,CAN,CSN,CZ,B77L,1688586783,en-route
B-2036,CN,54.96,-135.0,10668,132,963,997,CCA997,CA997,ZYTX,SHE,CYVR,YVR,CCA,CA,B77W,1688586783,en-route
B-7835,CN,46.15,109.57,10386,325,864,491,CHH491,HU491,ZBAA,PEK,EBBR,BRU,CHH,HU,B789,1688586783,en-route
B-8642,CN,25.952,113.46,8107,357,881,6312,CHB6312,PN6312,ZGSZ,SZX,ZHCC,CGO,CHB,PN,A320,1688586783,en-route
B-1566,CN,-11.660614,130.659363,11269,162,888,803,CXA803,MF803,ZSAM,XMN,YMML,MEL,CXA,MF,B789,1688586758,en-route
B-7883,CN,16.45,142.07,10058,138,881,739,CES739,MU739,ZSPD,PVG,YMML,MEL,CES,MU,B77W,1688586783,en-route
B-7838,CN,-12.41064,133.972626,11277,146,901,801,CXA801,MF801,ZSAM,XMN,YSSY,SYD,CXA,MF,B789,1688586650,en-route
B-8982,CN,48.54,104.56,11003,293,914,435,CBJ435,JD435,ZSHC,HGH,LPPT,LIS,CBJ,JD,A332,1688586783,en-route
B-1430,CN,30.88826,57.664806,10058,65,916,9554,CCA9554,CA9554,OEJN,JED,ZLIC,INC,CCA,CA,B77W,1688586650,en-route
B-1065,CN,52.91,90.13,11887,116,837,342,CSN342,CZ342,UUEE,SVO,ZBAD,PKX,CSN,CZ,A333,1688586783,en-route
B-304K,CN,43.05,113.08,9784,296,809,753,CHH753,HU753,ZBAA,PEK,EGCC,MAN,CHH,HU,A333,1688586783,en-route
B-307A,CN,40.99,111.79,10393,343,825,967,CCA967,CA967,ZSPD,PVG,LIMC,MXP,CCA,CA,A359,1688586783,en-route
B-307Y,CN,-14.22661,137.462418,11277,150,881,561,CES561,MU561,ZSPD,PVG,YSSY,SYD,CES,MU,A359,1688586650,en-route
B-308F,CN,39.17,97.81,10393,299,750,3895,CSC3895,3U3895,,TFU,LIRF,FCO,CSC,3U,A333,1688586783,en-route
B-30EC,CN,8.14,107.46,9448,34,855,8354,CSN8354,CZ8354,WIII,CGK,ZGSZ,SZX,CSN,CZ,A21N,1688586783,en-route
B-20EM,CN,30.21,113.67,8107,4,913,407,CSN407,CZ407,ZGSZ,SZX,EDDF,FRA,CSN,CZ,B77L,1688586783,en-route
B-20EN,CN,44.34,153.45,9448,45,953,443,CSN443,CZ443,ZSPD,PVG,KLAX,LAX,CSN,CZ,B77L,1688586783,en-route
B-30F6,CN,15.95,116.4,9151,0,851,626,CSN626,CZ626,WADD,DPS,ZGGG,CAN,CSN,CZ,A21N,1688586783,en-route
B-LRV,HK,23.988373,59.723255,10058,116,905,738,CPA738,CX738,OMDB,DXB,VHHH,HKG,CPA,CX,A359,1688586758,en-route
B-LDP,UK,22.3,113.92,0,42,3,831,AHK831,LD831,VHHH,HKG,VTBS,BKK,DHK,LD,A332,1688586783,landed
B-LQD,HK,42.419472,-73.411858,8702,353,861,831,CPA831,CX831,KJFK,JFK,VHHH,HKG,CPA,CX,A359,1688586760,en-route
B-LQC,HK,60.21,-131.59,12496,96,953,826,CPA826,CX826,VHHH,HKG,CYYZ,YYZ,CPA,CX,A359,1688586783,en-route
VT-AXW,IN,25.923019,51.69912,8054,119,827,886,AXB886,IX886,OEDF,DMM,VOML,IXE,AXB,IX,B738,1688586758,en-route
VT-PPU,IN,25.247047,55.379772,0,302,205,,,,,,,,,,A321,1688586757,en-route
VT-ANN,IN,55.417461,12.860329,3429,114,614,158,AIC158,AI158,EKCH,CPH,VIDP,DEL,AIC,AI,B788,1688586759,en-route
VT-ANZ,IN,51.32,-38.84,11275,54,966,104,AIC104,AI104,KIAD,IAD,VIDP,DEL,AIC,AI,B788,1688586783,en-route
VT-ILC,IN,22.56,73.05,5722,165,677,996,IGO996,6E996,VAAH,AMD,VOBL,BLR,IGO,6E,A21N,1688586783,en-route
VT-ISV,IN,24.66124,57.357738,10066,293,872,1495,IGO1495,6E1495,VOHS,HYD,OMRK,RKT,IGO,6E,A20N,1688586758,en-route
VT-ISX,IN,25.597252,55.94392,0,270,22,1492,IGO1492,6E1492,OMRK,RKT,VABB,BOM,IGO,6E,A20N,1688586760,en-route
VT-ISY,IN,26.439064,50.658276,2057,45,511,1202,IGO1202,6E1202,OBBI,BAH,VABB,BOM,IGO,6E,A20N,1688586754,en-route
JA17KZ,JP,48.94,-168.91,10972,276,870,101,NCA101,KZ101,KLAX,LAX,RJAA,NRT,NCA,KZ,B748,1688586783,en-route
JA787A,JP,52.47226,-107.977753,9753,290,864,11,ANA11,NH11,KORD,ORD,RJAA,NRT,ANA,NH,B77W,1688586753,en-route
JA796A,JP,42.8,-162.98,10668,83,966,108,ANA108,NH108,RJTT,HND,KSFO,SFO,ANA,NH,B77W,1688586783,en-route
JA932A,JP,43.905418,24.38069,10660,141,900,216,ANA216,NH216,LFPG,CDG,RJTT,HND,ANA,NH,B789,1688586760,en-route
HS-ABR,TH,-5.827176,106.348793,4884,329,590,395,AIQ395,FD395,WIII,CGK,VTBD,DMK,AIQ,FD,A320,1688586760,en-route
HS-TJW,TH,23.421827,47.949982,10668,96,864,8803,THA8803,TG8803,,,,,THA,TG,B772,1688586757,en-route
HS-TXQ,TH,19.09,72.91,281,269,272,351,THA351,TG351,VTBS,BKK,VABB,BOM,THA,TG,A320,1688586783,en-route
VN-A644,VN,16.93,109.86,7353,55,885,992,VJC992,VJ992,VVDN,DAD,RKPK,PUS,VJC,VJ,A321,1688586783,en-route
VN-A572,VN,15.21,110.94,10972,216,785,6907,PIC6907,BL6907,ZSHC,HGH,VVCR,CXR,PIC,BL,A320,1688586783,en-route
VN-A521,VN,31.75,117.71,10088,94,922,932,VJC932,VJ932,VVNB,HAN,RJAA,NRT,VJC,VJ,A21N,1688586783,en-route
VN-A509,VN,29.291,113.25,11308,24,875,356,HVN356,VN356,VVNB,HAN,RJFF,FUK,HVN,VN,A21N,1688586783,en-route
7O-AFA,YE,29.998215,31.711376,3032,122,553,613,IYE613,IY613,HECA,CAI,OYAA,ADE,IYE,IY,A320,1688586750,en-route
A9C-AB,BH,23.470551,56.31382,10355,297,887,63,GFA63,GF63,VOTV,TRV,OBBI,BAH,GFA,GF,A320,1688586757,en-route
A9C-AI,BH,21.04295,62.455605,10058,115,835,282,GFA282,GF282,OBBI,BAH,VOBL,BLR,GFA,GF,A320,1688586650,en-route
A9C-CC,BH,24.129654,55.487331,8839,115,874,60,GFA60,GF60,OBBI,BAH,VOTV,TRV,GFA,GF,A321,1688586758,en-route
A9C-TA,BH,26.430824,52.154953,7719,110,827,274,GFA274,GF274,OBBI,BAH,VOHS,HYD,GFA,GF,A20N,1688586761,en-route
A9C-TB,BH,24.637817,60.056347,10668,95,844,130,GFA130,GF130,OBBI,BAH,VIDP,DEL,GFA,GF,A20N,1688586754,en-route
A6-ECJ,AE,28.586884,49.495892,10668,129,951,210,UAE36K,EK210,KEWR,EWR,OMDB,DXB,UAE,EK,B77W,1688586758,en-route
A6-EWI,AE,20.82,-95.12,11582,236,913,255,UAE255,EK255,LEBL,BCN,MMMX,MEX,UAE,EK,B77L,1688586783,en-route
A6-EFJ,AE,27.05,64.23,10363,221,909,9307,UAE9307,EK9307,ZBAA,PEK,OMDW,DWC,UAE,EK,B77L,1688586783,en-route
A6-EFL,AE,28.450424,52.354553,10668,151,938,,,,,,,,,,B77L,1688586754,en-route
A6-EWA,AE,24.086313,61.618999,10668,88,896,538,UAE538,EK538,OMDB,DXB,VAAH,AMD,UAE,EK,B77L,1688586661,en-route
A6-EWD,AE,16.57,67.51,11277,123,866,532,UAE532,EK532,OMDB,DXB,VOCI,COK,UAE,EK,B77L,1688586783,en-route
A6-EEG,AE,-3.460265,88.364586,10972,313,853,421,UAE421,EK421,YPPH,PER,OMDB,DXB,UAE,EK,A388,1688586650,en-route
A6-EEH,AE,25.234058,55.398354,198,302,270,78,UAE78,EK78,LFMN,NCE,OMDB,DXB,UAE,EK,A388,1688586762,en-route
A6-EEW,AE,25.060181,55.965118,3253,301,514,762,UAE8G,EK762,FAOR,JNB,OMDB,DXB,UAE,EK,A388,1688586757,en-route
A6-EEZ,AE,39.69,93.64,11612,258,824,307,UAE307,EK307,ZBAA,PEK,OMDB,DXB,UAE,EK,A388,1688586783,en-route
A6-RTS,AE,25.479111,52.666641,9852,119,894,,,,,,,,,,F900,1688586755,en-route
A6-ENC,AE,28.0,68.9,10668,72,948,7U,UAE7U,EK622,OMDB,DXB,OPLA,LHE,UAE,EK,B77W,1688586783,en-route
A6-ENE,AE,25.090631,55.787434,2209,254,496,509,UAE509,EK509,VABB,BOM,OMDB,DXB,UAE,EK,B77W,1688586758,en-route
A6-ENF,AE,25.093704,55.50267,1790,122,412,36,UAE9C,EK36,EGNT,NCL,OMDB,DXB,UAE,EK,B77W,1688586759,en-route
A6-ENG,AE,29.221207,48.181068,3131,119,540,860,UAE860,EK860,OKBK,KWI,OMDB,DXB,UAE,EK,B77W,1688586758,en-route
A6-ENQ,AE,25.130219,55.55608,1181,335,372,158,UAE158,EK158,ESSA,ARN,OMDB,DXB,UAE,EK,B77W,1688586754,en-route
A6-ENR,AE,28.474804,52.163937,10668,137,1001,162,UAE1X,EK162,EIDW,DUB,OMDB,DXB,UAE,EK,B77W,1688586650,en-route
A6-ENV,AE,26.550045,51.947849,10668,102,920,192,UAE192,EK192,LPPT,LIS,OMDB,DXB,UAE,EK,B77W,1688586761,en-route
A6-FEB,AE,52.376991,45.467232,10972,353,794,987,FDB987,FZ987,OMDB,DXB,UUWW,VKO,FDB,FZ,B738,1688586754,en-route
A6-FED,AE,29.153734,40.851261,10363,283,868,175,FDB175,FZ175,OMDB,DXB,HEBA,HBE,FDB,FZ,B738,1688586650,en-route
A6-DDC,AE,23.35,98.84,12496,70,844,,,,,,,,ETD,EY,B77L,1688586783,en-route
A6-ANP,AE,22.741001,58.877258,10668,120,835,496,ABY496,G9496,OMSJ,SHJ,VOBL,BLR,ABY,G9,A320,1688586367,en-route
A6-ANQ,AE,24.718643,57.874859,9456,97,837,548,ABY548,G9548,OMSJ,SHJ,OPKC,KHI,ABY,G9,A320,1688586756,en-route
A6-ANR,AE,23.435944,60.92728,10668,116,842,458,ABY458,G9458,OMSJ,SHJ,VOHS,HYD,ABY,G9,A320,1688586570,en-route
A6-EIU,AE,23.901222,55.98156,7307,117,824,241,ETD72K,EY241,OMAA,AUH,OPLA,LHE,ETD,EY,A320,1688586761,en-route
A6-EJA,AE,25.155212,52.514446,6377,107,775,398,ETD398,EY398,OTHH,DOH,OMAA,AUH,ETD,EY,A320,1688586757,en-route
A6-EQA,AE,63.951187,-20.747786,10363,262,944,209,UAE209,EK209,OMDB,DXB,KEWR,EWR,UAE,EK,B77W,1688586760,en-route
A6-EQB,AE,16.41,65.72,9448,122,911,416,UAE416,EK416,OMDB,DXB,YSSY,SYD,UAE,EK,B77W,1688586783,en-route
A6-EQE,AE,42.950352,-85.728935,7620,233,740,235,UAE3U,EK235,OMDB,DXB,KORD,ORD,UAE,EK,B77W,1688586762,en-route
A6-EUA,AE,25.483429,55.155285,2788,119,555,56,UAE56,EK56,EDDL,DUS,OMDB,DXB,UAE,EK,A388,1688586760,en-route
A6-FGB,AE,31.382259,36.492462,7284,100,787,144,FDB144,FZ144,OJAI,AMM,OMDB,DXB,FDB,FZ,B738,1688586756,en-route
A6-AOP,AE,30.954617,38.797436,10972,288,859,1074,ABY1074,G91074,OMSJ,SHJ,OJAI,AMM,ABY,G9,A320,1688586650,en-route
A6-AOQ,AE,26.110964,55.794807,4892,357,663,463,ABY463,G9463,OMSJ,SHJ,VIDP,DEL,ABY,G9,A320,1688586759,en-route
A6-FMF,AE,19.45,76.08,12199,276,944,1446,FDB1446,FZ1446,VTBU,UTP,OMDB,DXB,FDB,FZ,B38M,1688586783,en-route
,AE,23.765896,57.514362,3680,109,590,49,FDB49,FZ49,OMDB,DXB,OOMS,MCT,FDB,FZ,B39M,1688586760,en-route
A6-FMM,AE,32.033386,60.619637,9464,44,825,1721,FDB1721,FZ1721,OMDB,DXB,UAAA,ALA,FDB,FZ,B38M,1688586650,en-route
A6-FMO,AE,28.003824,56.061077,9997,6,859,769,FDB769,FZ769,OMDB,DXB,UTSS,SKD,FDB,FZ,B38M,1688585638,en-route
A6-FMN,AE,25.900501,54.30843,6667,119,798,1790,FDB1790,FZ1790,LJLJ,LJU,OMDB,DXB,FDB,FZ,B38M,1688586756,en-route
A6-FMP,AE,24.95,66.42,4884,288,700,57M,FDB57M,FZ330,OPKC,KHI,OMDB,DXB,FDB,FZ,B38M,1688586783,en-route
A6-ATB,AE,23.08,63.64,8862,96,838,825,ABY825,G9825,OMSJ,SHJ,VTBS,BKK,ABY,G9,A21N,1688586783,en-route
A6-ATC,AE,26.065344,52.229427,9928,297,868,620,ABY620,G9620,OMSJ,SHJ,HECA,CAI,ABY,G9,A21N,1688586755,en-route
A6-HFB,AE,24.272552,55.641632,411,355,55,,,,,,,,,,B505,1688586705,en-route
A6-AUA,AE,24.257532,54.89547,1325,310,507,64,ADY64,,,,,,ADY,,A320,1688586756,en-route
A6-AUB,AE,22.823586,58.725536,10668,105,827,141,ADY141,,,,,,ADY,,A320,1688586761,en-route
A6-WZB,HU,23.88,64.37,10363,281,905,1656,WAZ1656,5W7106,VRMM,MLE,OMAA,AUH,WZZ,5W,A21N,1688586783,en-route
A6-ANE,AE,26.707708,39.380325,10363,268,872,634,ABY634,G9634,OMSJ,SHJ,HEMK,HMB,ABY,G9,A320,1688586650,en-route
A6-WZH,HU,38.54,42.37,11277,94,959,57,WAZ57,5W7092,LATI,TIA,OMAA,AUH,WZZ,5W,A21N,1688586783,en-route
A6-FKN,AE,25.962616,55.724262,4617,32,668,1303,FDB1303,FZ1303,OMDB,DXB,UACC,NQZ,FDB,FZ,B38M,1688586756,en-route
A6-AUK,AE,22.753281,58.857555,10668,104,824,133,ADY133,,,,,,ADY,,A320,1688585279,en-route
P2-ANL,PG,-7.35,147.05,5509,355,466,,,,AYPY,POM,,,ANG,PX,DH8B,1688586783,en-route
B-16730,TW,46.57,-165.63,10668,79,944,18,EVA18,BR18,RCTP,TPE,KSFO,SFO,EVA,BR,B77W,1688586783,en-route
B-16737,TW,59.27,-163.88,10058,76,909,36,EVA36,BR36,RCTP,TPE,CYYZ,YYZ,EVA,BR,B77W,1688586783,en-route
B-17801,TW,37.690567,48.675159,10668,115,1031,62,EVA62,BR62,LOWW,VIE,RCTP,TPE,EVA,BR,B78X,1688586030,en-route
B-17802,TW,43.65,152.49,10666,45,959,26,EVA26,BR26,RCTP,TPE,KSEA,SEA,EVA,BR,B78X,1688586783,en-route
B-18720,TW,44.39,159.63,10971,239,861,5241,CAL5241,CI5241,KSEA,SEA,RCTP,TPE,CAL,CI,B744,1688586783,en-route
B-16789,TW,35.51,153.49,11582,244,816,619,EVA619,BR619,KLAX,LAX,RCTP,TPE,EVA,BR,B77L,1688586783,en-route
MOWER2,,25.084053,121.254143,0,45,5,,,,,,,,,,ZVEH,1688586756,en-route
ZS-CMN,ZA,4.215771,-74.722893,6713,198,425,,,,,,,,,,B190,1688586758,en-route
ZS-FGB,ZA,-26.955095,29.120161,8717,329,807,279,SFR279,FA279,FALE,DUR,FAOR,JNB,SFR,FA,B738,1688586760,en-route
ZS-FGE,ZA,-33.323814,19.309256,6484,229,640,125,SFR125,FA125,FAOR,JNB,FACT,CPT,SFR,FA,B738,1688586756,en-route
ZS-FGX,ZA,-33.970566,18.603458,-45,165,205,115,SFR115,FA115,FAOR,JNB,FACT,CPT,SFR,FA,B738,1688586756,en-route
ZS-SZB,ZA,-26.335903,28.161551,3314,233,570,58,SAA58,SA58,FAOR,JNB,FZAA,FIH,SAA,SA,A320,1688586755,en-route
ZS-LTO,ZA,-25.700363,28.063608,1653,185,166,,,,,,,,,,C172,1688586755,en-route
ZS-SZC,ZA,-28.028046,26.109274,9753,228,761,369,SAA369,SA369,FAOR,JNB,FACT,CPT,SAA,SA,A320,1688586128,en-route
ZS-SXM,ZA,-25.830322,27.450377,6682,311,790,60,SAA60,SA60,FAOR,JNB,DNMM,LOS,SAA,SA,A333,1688586761,en-route
ZS-TGX,ZA,-32.628891,20.738836,10058,49,931,721,BRH721,,,,,,BRH,,B733,1688586756,en-route
SU-BPV,EG,25.15036,45.050049,7094,280,835,462,MSC462,SM462,OERK,RUH,HECA,CAI,MSC,SM,A320,1688586758,en-route
SU-BPW,EG,28.927094,43.886787,10363,275,868,402,MSC402,SM402,OKBK,KWI,HEBA,HBE,MSC,SM,A320,1688585744,en-route
SU-GDS,EG,-26.131989,28.23406,0,5,0,840,MSR840,MS840,FAOR,JNB,HECA,CAI,MSR,MS,A333,1688586760,landed
SU-GDZ,EG,25.240391,44.561272,8961,283,924,648,MSR648,MS648,OERK,RUH,HECA,CAI,MSR,MS,B738,1688586551,en-route
SU-GEA,EG,29.633526,32.538918,8328,287,703,1688,MSR1688,,,,,,MSR,MS,B738,1688586743,en-route
SU-BQJ,EG,28.850464,44.754868,10363,285,881,172,NIA172,NP172,OMAL,AAN,HECA,CAI,NIA,NP,A320,1688586758,en-route
SU-AAE,EG,29.519333,32.252468,6377,305,731,594,RBG594,E5594,OETF,TIF,HECA,CAI,RBG,E5,A320,1688586753,en-route
SU-GFQ,EG,29.466124,39.003189,10668,98,853,614,MSR614,MS614,HECA,CAI,OKBK,KWI,MSR,MS,A20N,1688585835,en-route
SU-BUM,EG,29.277447,32.440578,9624,312,898,2912,MSC2912,SM2912,HEGN,HRG,EDDK,CGN,MSC,SM,A20N,1688586755,en-route
