Registration_number,Flag,Latitude,Longitude,Altitude,Direction,Speed,Flight_number,Flight_icao,Flight_iata,Departure_icao,Departure_iata,Arrival_icao,Arrival_iata,Airline_icao,Airline_iata,Aircraft_icao,Updated,Status
A9C-FJ,BH,17.252863,88.45356,11574,291,950,151,GFA151,GF151,VTBS,BKK,OBBI,BAH,GFA,GF,B789,1687905417,en-route
A6-EBU,AE,17.169901,70.62886,10972,302,953,359,UAE359,EK359,WIII,CGK,OMDB,DXB,UAE,EK,B77W,1687905417,en-route
A6-ECW,AE,4.138456,44.887814,10058,24,948,771,UAE771,EK771,FACT,CPT,OMDB,DXB,UAE,EK,B77W,1687905417,en-route
A6-EFH,AE,23.636976,110.090172,12527,93,824,9876,UAE9876,EK9876,OMDW,DWC,ZGGG,CAN,UAE,EK,B77L,1687905417,en-route
A6-EEK,AE,24.373585,62.989685,12192,278,963,319,UAE319,EK319,RJAA,NRT,OMDB,DXB,UAE,EK,A388,1687905417,en-route
A6-EEM,AE,15.100681,69.865295,12192,309,916,6AU,UAE6AU,EK421,YPPH,PER,OMDB,DXB,UAE,EK,A388,1687905417,en-route
A6-EEP,AE,-1.319468,42.353172,10668,24,964,2AR,UAE2AR,EK764,FAOR,JNB,OMDB,DXB,UAE,EK,A388,1687905417,en-route
A6-EGA,AE,23.508598,68.156952,10972,281,935,317,UAE317,EK317,RJBB,KIX,OMDB,DXB,UAE,EK,B77W,1687905417,en-route
A6-EGM,AE,-17.214142,34.893936,9448,25,972,766,UAE766,EK766,FAOR,JNB,OMDB,DXB,UAE,EK,B77W,1687905417,en-route
A6-ENH,AE,24.135921,64.358765,10972,279,940,367,UAE367,EK367,RCTP,TPE,OMDB,DXB,UAE,EK,B77W,1687905417,en-route
A6-EIS,AE,13.016665,56.04565,9745,181,879,622,ETD622,EY622,OMAA,AUH,FSIA,SEZ,ETD,EY,A320,1687905417,en-route
A6-AEB,AE,32.486439,71.177269,9456,51,881,9MN,ETD9MN,EY231,OMAA,AUH,OPIS,ISB,ETD,EY,A321,1687904095,en-route
A6-FET,AE,23.784515,66.606033,10972,280,877,574,FDB574,FZ574,VNKT,KTM,OMDB,DXB,FDB,FZ,B738,1687905417,en-route
A6-EOI,AE,21.909138,67.562752,12192,289,959,385,UAE385,EK385,VTBS,BKK,OMDB,DXB,UAE,EK,A388,1687905417,en-route
A6-EOP,AE,15.843922,55.744858,10668,357,881,9YT,UAE9YT,EK704,FIMP,MRU,OMDB,DXB,UAE,EK,A388,1687905417,en-route
A6-BLK,AE,38.401154,88.518898,11277,76,940,878,ETD878,EY878,OMAA,AUH,RJAA,NRT,ETD,EY,B789,1687905417,en-route
A6-FMA,AE,33.170349,58.706715,10668,23,877,1307,FDB1307,FZ1307,OMDB,DXB,UACC,NQZ,FDB,FZ,B38M,1687905417,en-route
A6-EVL,AE,13.338992,70.648849,12192,311,959,7DK,UAE7DK,EK407,YMML,MEL,OMDB,DXB,UAE,EK,A388,1687905417,en-route
A6-ATA,AE,23.801544,69.322571,9448,89,874,526,ABY526,G9526,OMSJ,SHJ,VGEG,CGP,ABY,G9,A21N,1687905417,en-route
A6-BMH,AE,17.304075,87.745735,10363,288,990,421,ETD421,EY421,RPLL,MNL,OMAA,AUH,ETD,EY,B78X,1687905417,en-route
A6-FKD,AE,25.007895,64.961845,10668,92,866,52F,FDB52F,FZ331,OMDB,DXB,OPKC,KHI,FDB,FZ,B38M,1687904697,en-route
B-18002,TW,32.863434,59.451267,9745,310,924,61,CAL61,CI61,RCTP,TPE,EDDF,FRA,CAL,CI,B77W,1687905417,en-route
B-17883,TW,30.605406,65.917419,10965,305,944,95,EVA95,BR95,RCTP,TPE,LIMC,MXP,EVA,BR,B789,1687905417,en-route
B-16708,TW,44.76878,167.869583,10058,71,948,28,EVA28,BR28,RCTP,TPE,KSFO,SFO,EVA,BR,B77W,1687905417,en-route
B-16712,TW,44.281101,168.138763,10058,73,933,16,EVA16,BR16,RCTP,TPE,KLAX,LAX,EVA,BR,B77W,1687905417,en-route
B-16717,TW,47.022816,163.123047,10058,58,940,10,EVA10,BR10,RCTP,TPE,CYVR,YVR,EVA,BR,B77W,1687905417,en-route
B-16719,TW,52.745701,-154.774902,9448,93,938,52,EVA52,BR52,RCTP,TPE,KIAH,IAH,EVA,BR,B77W,1687905416,en-route
B-16723,TW,41.100792,-134.504242,10058,114,938,12,EVA12,BR12,RCTP,TPE,KLAX,LAX,EVA,BR,B77W,1687905416,en-route
B-18915,TW,52.669151,-178.809708,11277,72,929,32,CAL32,CI32,RCTP,TPE,CYVR,YVR,CAL,CI,A359,1687905417,en-route
B-18916,TW,34.018116,63.992146,10972,312,927,73,CAL73,CI73,RCTP,TPE,EHAM,AMS,CAL,CI,A359,1687905417,en-route
B-58502,TW,46.440643,-174.138931,11277,86,937,2,SJX2,JX2,RCTP,TPE,KLAX,LAX,SJX,JX,A359,1687905417,en-route
PK-LHT,ID,-2.980348,113.075447,10066,65,827,760,LNI760,JT760,WIII,CGK,WALL,BPN,LNI,JT,B739,1687905417,en-route
PK-GNG,ID,-5.599922,116.216866,9448,80,840,604,GIA604,GA604,WIII,CGK,WAAA,UPG,GIA,GA,B738,1687905417,en-route
PK-GPW,ID,31.619852,134.474976,11887,46,961,874,GIA874,GA874,WIII,CGK,RJTT,HND,GIA,GA,A333,1687905417,en-route
PK-GHA,ID,-29.787069,142.826538,11277,122,890,712,GIA712,GA712,WIII,CGK,YSSY,SYD,GIA,GA,A333,1687905417,en-route
PK-LDH,ID,-0.69845,124.49839,10668,62,822,6140,BTK6140,ID6140,WIII,CGK,WAMT,TTE,BTK,ID,B738,1687905417,en-route
N17550,US,32.59024,-134.558304,9753,244,824,2623,UAL2623,UA2623,KSFO,SFO,PHOG,OGG,UAL,UA,B39M,1687905417,en-route
N230HA,US,23.755119,-148.675385,10370,241,790,61,HAL61,HA61,KLAX,LAX,PHKO,KOA,HAL,HA,A21N,1687905417,en-route
N27957,US,45.446583,171.798279,10972,74,937,28,UAL28,UA28,WSSS,SIN,KSFO,SFO,UAL,UA,B789,1687905417,en-route
N29975,US,-12.371633,-12.443972,10363,314,940,2223,UAL2223,UA2223,FACT,CPT,KIAD,IAD,UAL,UA,B789,1687905417,en-route
N395HA,US,38.074261,-136.939865,11582,233,872,51,HAL51,HA51,KJFK,JFK,PHNL,HNL,HAL,HA,A332,1687905417,en-route
N493AS,US,32.644634,-144.455902,9753,221,877,843,ASA843,AS843,KSEA,SEA,PHKO,KOA,ASA,AS,B739,1687905417,en-route
N498WN,US,29.64546,-114.271881,12192,323,811,631,SWA631,WN631,MMSD,SJD,KSNA,SNA,SWA,WN,B737,1687905417,en-route
N506DA,US,40.218403,-135.244904,9448,227,872,565,DAL565,DL565,KSEA,SEA,PHKO,KOA,DAL,DL,A21N,1687905417,en-route
N515DN,US,-17.995192,14.906828,10972,300,751,201,DAL201,DL201,FAOR,JNB,KATL,ATL,DAL,DL,A359,1687905417,en-route
N518DZ,US,-22.877419,-4.616531,9753,304,970,211,DAL211,DL211,FACT,CPT,KATL,ATL,DAL,DL,A359,1687905417,en-route
N536US,US,17.193289,-76.484085,11277,169,926,253,DAL253,DL253,KJFK,JFK,SKBO,BOG,DAL,DL,B752,1687905417,en-route
N548VL,MX,-5.385963,-79.30146,11285,162,859,4110,VOC4110,Q64110,MROC,SJO,SPJC,LIM,VOI,Q6,A20N,1687905417,en-route
N557AV,CO,8.318816,-75.024185,11277,166,881,219,AVA219,AV219,KMCO,MCO,SKBO,BOG,AVA,AV,A319,1687905417,en-route
N723AV,CO,7.350336,-78.558441,11567,301,818,70,AVA70,AV70,SKBO,BOG,MSLP,SAL,AVA,AV,A319,1687905417,en-route
N769UA,US,28.873579,-138.810669,11277,247,822,1736,UAL1736,UA1736,KDEN,DEN,PHOG,OGG,UAL,UA,B772,1687905417,en-route
N781AV,CO,25.858242,-51.533909,12496,56,942,180,AVA180,AV180,SKBO,BOG,LEBL,BCN,AVA,AV,B788,1687905417,en-route
N783AV,CO,17.44442,-77.426987,12489,165,914,7,AVA7,AV7,KMIA,MIA,SKBO,BOG,AVA,AV,B788,1687905417,en-route
N790AN,US,55.93634,-178.745239,10972,264,892,127,AAL127,AA127,KDFW,DFW,ZSPD,PVG,AAL,AA,B772,1687905417,en-route
N795AV,CO,22.373158,-51.785469,11269,234,922,11,AVA11,AV11,LEMD,MAD,SKBO,BOG,AVA,AV,B788,1687905417,en-route
N809NW,US,26.592369,-149.552917,11262,237,829,837,DAL837,DL837,KATL,ATL,PHNL,HNL,DAL,DL,A333,1687905417,en-route
N874AN,US,35.854542,-60.886444,11879,65,901,68,AAL68,AA68,KMIA,MIA,LEMD,MAD,AAL,AA,B788,1687905417,en-route
N8784Q,US,28.728153,-139.21228,10972,247,777,3274,SWA3274,WN3274,KLAS,LAS,PHOG,OGG,SWA,WN,B38M,1687905417,en-route
N884AA,US,35.213928,-63.929234,10965,62,929,112,AAL112,AA112,KMIA,MIA,LEBL,BCN,AAL,AA,B788,1687905417,en-route
N934AG,CO,18.759869,-74.027786,10363,345,842,244,AVA244,AV244,SKBO,BOG,KJFK,JFK,AVA,AV,A20N,1687905417,en-route
N938AK,US,30.374617,-149.181091,9753,223,885,893,ASA893,AS893,KSEA,SEA,PHNL,HNL,ASA,AS,B39M,1687905417,en-route
N946AK,US,32.196842,-145.868637,9448,222,872,825,ASA825,AS825,KSEA,SEA,PHOG,OGG,ASA,AS,B39M,1687905417,en-route
N961AV,CO,12.693106,-75.321335,10668,163,875,3,AVA3,AV3,KMIA,MIA,SKBQ,BAQ,AVA,AV,A320,1687905177,en-route
C-FGEI,CA,45.314247,57.47871,10355,327,772,51,ACA51,AC51,VIDP,DEL,CYUL,YUL,ACA,AC,B789,1687905417,en-route
C-FVNF,CA,56.082764,171.488586,10363,255,914,25,ACA25,AC25,CYVR,YVR,ZSPD,PVG,ACA,AC,B789,1687905417,en-route
C-GVIJ,UK,-3.004626,-61.178413,10668,146,863,925,CJT925,W8925,KMIA,MIA,SBKP,VCP,DHK,W8,B763,1687905417,en-route
ZK-OKM,NZ,28.603855,-125.261093,9753,45,964,4,ANZ4,NZ4,NZAA,AKL,KLAX,LAX,ANZ,NZ,B77W,1687905416,en-route
ZK-OKO,NZ,-39.077171,164.506714,10363,268,766,123,ANZ123,NZ123,NZAA,AKL,YMML,MEL,ANZ,NZ,B77W,1687905417,en-route
ZK-NZC,NZ,31.687851,124.135666,9250,256,927,289,ANZ289,NZ289,NZAA,AKL,ZSPD,PVG,ANZ,NZ,B789,1687905448,en-route
ZK-NZF,NZ,-29.230618,169.739166,10355,335,964,99,ANZ99,NZ99,NZAA,AKL,RJAA,NRT,ANZ,NZ,B789,1687905417,en-route
ZK-NZK,NZ,-27.990664,163.804825,10355,310,976,81,ANZ81,NZ81,NZAA,AKL,VHHH,HKG,ANZ,NZ,B789,1687905417,en-route
ZK-NZM,NZ,-30.410563,-175.306992,11277,60,1011,946,ANZ946,NZ946,NZAA,AKL,NCRG,RAR,ANZ,NZ,B789,1687905417,en-route
ZK-NNA,NZ,-33.669865,165.7612,10378,294,738,187,ANZ187,NZ187,NZAA,AKL,YBCG,OOL,ANZ,NZ,A21N,1687905417,en-route
ZK-NHC,NZ,-33.878754,166.962082,10972,297,713,169,ANZ169,NZ169,NZAA,AKL,YBSU,MCY,ANZ,NZ,A20N,1687905417,en-route
DQ-FAE,FJ,-25.929728,166.71933,11277,52,1046,914,FJI914,FJ914,YSSY,SYD,NFFN,NAN,FJI,FJ,B38M,1687905417,en-route
DQ-FAF,FJ,-19.746252,177.206161,10363,6,924,412,FJI412,FJ412,NZAA,AKL,NFFN,NAN,FJI,FJ,B38M,1687905417,en-route
LV-CAD,AR,-18.021343,-63.225403,10972,333,824,1360,ARG1360,AR1360,SABE,AEP,SKBO,BOG,ARG,AR,B737,1687905417,en-route
LV-GIF,AR,17.931213,-22.661337,10972,212,838,1133,ARG1133,AR1133,LEMD,MAD,SAEZ,EZE,ARG,AR,A332,1687905417,en-route
LV-GVE,AR,-37.993439,-66.799004,9944,46,987,1689,ARG1689,AR1689,SAZS,BRC,SAAR,ROS,ARG,AR,B38M,1687905417,en-route
PT-MXG,CL,-14.601669,-39.522232,10668,34,838,3356,TAM3356,LA3356,SBGR,GRU,SBSV,SSA,LAN,LA,A321,1687905177,en-route
PT-MUF,CL,40.838654,-15.097511,9753,210,881,8071,TAM8071,LA8071,EDDF,FRA,SBGR,GRU,LAN,LA,B77W,1687905417,en-route
PR-TYL,CL,0.717748,-70.164322,10965,315,809,8000,TAM8000,LA8000,SBGR,GRU,SKBO,BOG,LAN,LA,A320,1687905417,en-route
PR-TYT,CL,-13.753194,-38.812527,11269,35,883,3450,TAM3450,LA3450,SBGR,GRU,SBMO,MCZ,LAN,LA,A320,1687905417,en-route
PT-XPI,CL,-18.245193,-51.255653,10066,140,825,3563,TAM3563,LA3563,SBEG,MAO,SBGR,GRU,LAN,LA,A321,1687905417,en-route
PR-YYL,BR,-14.387562,-39.537994,11277,36,900,4250,AZU4250,AD4250,SBSP,CGH,SBRF,REC,AZU,AD,A20N,1687905417,en-route
PR-YJD,BR,-15.754752,-41.055977,10363,217,816,4276,AZU4276,AD4276,SBRF,REC,SBKP,VCP,AZU,AD,A21N,1687905417,en-route
CC-CXG,CL,15.89306,-78.467651,10668,177,874,2481,LPE2481,LA2481,KMIA,MIA,SPJC,LIM,LAN,LA,B763,1687905417,en-route
CC-CXH,CL,13.587286,-93.450218,11277,146,829,2487,LPE2487,LA2487,MMMX,MEX,SPJC,LIM,LAN,LA,B763,1687905417,en-route
CC-COY,CL,9.263984,-74.107262,11582,356,800,4154,ARE4154,LA4154,SKBO,BOG,SKSM,SMR,LAN,LA,A319,1687904216,en-route
CC-BBG,CL,-16.973537,-72.839661,12192,356,864,576,LAN576,LA576,SCEL,SCL,SKBO,BOG,LAN,LA,B788,1687905417,en-route
CC-AZK,CL,-19.666353,-75.120308,11277,165,846,5801,SKX5801,H25801,SPJC,LIM,SCEL,SCL,SKU,H2,A20N,1687905417,en-route
CC-CYL,CL,-21.788544,-75.10083,11277,162,827,1447,LNE1447,LA1447,SEGU,GYE,SCEL,SCL,LAN,LA,A319,1687905417,en-route
CC-BAY,CL,-31.642317,-64.80233,9753,249,694,771,LAN771,LA771,SBGL,GIG,SCEL,SCL,LAN,LA,A320,1687905417,en-route
CC-BEO,CL,-24.50016,-69.246933,10972,9,901,156,LAN156,LA156,SCEL,SCL,SCCF,CJC,LAN,LA,A321,1687904096,en-route
CC-BLG,CL,7.66591,-76.76461,11277,138,837,4265,ARE4265,LA4265,SKSP,ADZ,SKBO,BOG,LAN,LA,A320,1687905417,en-route
RA-09604,RU,60.85,93.65,12496,105,937,9001,NWC9001,0E9001,UUWW,VKO,,,NWC,0E,FA7X,1687905509,en-route
RA-67155,RU,55.55,72.76,9753,281,796,554,UVT554,RT554,UNBB,BAX,UWKD,KZN,UVT,RT,CRJ2,1687905509,en-route
RA-67156,RU,56.397385,60.387897,9448,93,787,621,UVT621,RT621,,,,,UVT,RT,CRJ2,1687905440,en-route
RA-73746,RU,58.17,40.41,10668,46,866,1382,AFL1382,SU1382,UUEE,SVO,USHH,HMA,AFL,SU,A320,1687905509,en-route
RA-73762,RU,52.41,68.01,10668,48,868,2928,AFL2928,SU2928,URSS,AER,UNOO,OMS,AFL,SU,A320,1687905509,en-route
RA-73785,RU,55.03,39.82,10279,127,811,244,AFL244,SU244,UUEE,SVO,FSIA,SEZ,AFL,SU,A333,1687905509,en-route
RA-73793,RU,48.64,62.71,10058,109,994,2803,SVR2803,U62803,UUDD,DME,UAFM,FRU,SVR,U6,A321,1687905509,en-route
RA-73794,RU,43.29,63.36,10675,140,905,2969,SVR2969,U62969,UUDD,DME,UTDK,TJU,SVR,U6,A321,1687905509,en-route
RA-73795,RU,50.12,59.46,10066,125,887,2425,SVR2425,U62425,UUBW,ZIA,UTDL,LBD,SVR,U6,A321,1687905509,en-route
RA-73796,RU,43.92,44.84,10660,88,933,6058,SVR6058,U66058,URSS,AER,UUDD,DME,SVR,U6,A321,1687905509,en-route
RA-73800,RU,57.5,35.81,11582,293,851,2880,SVR2880,U62880,UTDD,DYU,ULLI,LED,SVR,U6,A21N,1687905509,en-route
RA-73817,RU,46.9,60.72,10668,141,898,2989,SVR2989,U62989,UWKD,KZN,UTDD,DYU,SVR,U6,A320,1687905509,en-route
RA-73840,RU,59.558075,33.164703,8862,99,840,2641,SVR2641,U62641,ULLI,LED,UTDL,LBD,SVR,U6,A21N,1687905487,en-route
RA-73842,RU,45.6,60.77,10058,134,920,2431,SVR2431,U62431,UUBW,ZIA,UTDK,TJU,SVR,U6,A321,1687905509,en-route
I-DELO,IT,44.786606,-75.496101,12573,52,959,501,SIO501,,KDAL,DAL,LIMC,MXP,SIO,,GLF5,1687905487,en-route
I-TOMS,ES,43.555,10.205,777,173,192,,,,,,,,INR,UV*,A139,1687905509,en-route
EC-LUK,ES,26.27,-71.97,11582,258,838,6117,IBE6117,IB6117,LEMD,MAD,KMIA,MIA,IBE,IB,A333,1687905509,en-route
EC-LYF,ES,42.111786,-84.594978,9631,87,942,6274,IBE6274,IB6274,KORD,ORD,LEMD,MAD,IBE,IB,A333,1687905484,en-route
EC-MSD,ES,28.06,-16.56,1920,39,264,,,,,,,,INR,UV*,EC45,1687905509,en-route
EC-MYA,ES,-22.82,-43.25,0,216,0,6024,IBE6024,IB6024,SBGL,GIG,LEMD,MAD,IBE,IB,A332,1687905509,landed
EC-NYM,DE,51.408764,12.230682,0,264,0,5709,BCS5709,,,,,,BCS,QY,B752,1687905353,landed
EC-NVX,ES,21.078808,-86.730247,2430,268,520,,,,,,,,,,B789,1687905242,en-route
F-GZCB,FR,12.13,9.69,12192,12,855,977,AFR977,AF977,FOOL,LBV,LFPG,CDG,AFR,AF,A332,1687905509,en-route
F-GZCC,FR,32.94,-46.1,11887,40,818,499,AFR499,AF499,TNCM,SXM,LFPG,CDG,AFR,AF,A332,1687905509,en-route
F-GZCF,FR,8.15,-0.3,11582,138,822,860,AFR860,AF860,LFPG,CDG,DXXX,LFW,AFR,AF,A332,1687905509,en-route
VQ-TBC,TC,18.49,-74.58,6705,255,500,250,IWY250,JY250,MBPV,PLS,MKJP,KIN,IWY,JY,E120,1687905509,en-route
G-VIIJ,UK,19.4,-54.65,11277,39,959,25GP,BAW25GP,BA254,TBPB,BGI,EGLL,LHR,BAW,BA,B772,1687905509,en-route
G-VIIY,UK,42.13,-46.97,12192,231,879,19N,BAW19N,BA159,EGLL,LHR,TXKF,BDA,BAW,BA,B772,1687905509,en-route
G-EZFT,GB,51.154587,-0.180885,0,78,24,8416,,U28416,LFBO,TLS,EGKK,LGW,,U2,A319,1687905487,en-route
G-WUKG,GB,51.875862,-0.373814,0,78,22,,,,LDSP,SPU,EGGW,LTN,,,A321,1687905458,en-route
G-XWBC,UK,8.52,22.46,10972,311,964,64M,BAW64M,BA64,HKJK,NBO,EGLL,LHR,BAW,BA,A35K,1687905509,en-route
G-ZBLC,UK,54.104641,-106.101273,11269,65,929,52,BAW52,BA52,KSEA,SEA,EGLL,LHR,BAW,BA,B78X,1687905486,en-route
G-STBM,UK,36.411072,-87.437668,10668,56,970,194,BAW81V,BA194,KIAH,IAH,EGLL,LHR,BAW,BA,B77W,1687905486,en-route
G-STBN,UK,41.751492,41.577248,9448,94,981,11,BAW11,BA11,EGLL,LHR,WSSS,SIN,BAW,BA,B77W,1687905481,en-route
VP-CSY,US,-35.482628,170.868958,12489,295,844,7,CPJ7,,NZAA,AKL,WBGG,KCH,CPJ,,GL7T,1687905485,en-route
OE-LZB,AT,42.575,21.032,0,213,12,9MA,AUA9MA,OS769,LOWW,VIE,BKPR,PRN,AUA,OS,A320,1687905509,en-route
OE-IJL,AT,41.239334,-8.673416,0,123,11,7722,,U27722,LFPO,ORY,LPPR,OPO,,U2,A320,1687903757,en-route
OO-ACF,BE,20.53,67.34,11887,115,859,1853,ICL1853,5C1853,LLBG,TLV,,,CHG,5C,B744,1687905509,en-route
PH-AOC,NL,23.28,61.64,10363,275,926,878,KLM878,KL878,VABB,BOM,EHAM,AMS,KLM,KL,A332,1687905509,en-route
PH-BVD,NL,6.58,3.32,0,337,1,588,KLM588,KL588,DNMM,LOS,EHAM,AMS,KLM,KL,B77W,1687905509,landed
PH-BHP,NL,53.372223,-104.722069,10668,66,963,678,KLM678,KL678,CYYC,YYC,EHAM,AMS,KLM,KL,B789,1687905486,en-route
PH-BKL,NL,40.129852,-110.011719,10660,47,1057,602,KLM602,KL602,KLAX,LAX,EHAM,AMS,KLM,KL,B78X,1687905486,en-route
CS-TRE,PT,38.759159,-27.088959,0,185,37,,,,,,,,,,DH8D,1687905276,en-route
CS-TXC,PT,0.89,-31.65,10370,208,855,9,TAP9,TP9,LPPT,LIS,SBSG,NAT,TAP,TP,A21N,1687905509,en-route
CS-TXE,PT,43.820145,-61.968147,9745,255,855,213,TAP213,TP213,LPPR,OPO,KEWR,EWR,TAP,TP,A21N,1687905416,en-route
CS-TXH,PT,44.736374,-76.300583,10058,61,853,260,TAP260,TP260,CYYZ,YYZ,LPPT,LIS,TAP,TP,A21N,1687905486,en-route
T7-977,SM,-3.886093,113.617722,11582,253,875,,,,,,,,,,GLF4,1687905091,en-route
UR-ZAR,UA,9.81,44.58,9151,239,837,9102,ZAV9102,ZK9102,OMAA,AUH,HUEN,EBB,ZAV,ZK,IL76,1687905509,en-route
ES-PWA,EE,59.840698,24.849609,396,4,277,,,,,,,,,,A139,1687905486,en-route
EK-YRC,AM,40.964081,44.073181,7711,235,633,427,ACY427,G6427,ULLI,LED,UDYZ,EVN,ACY,G6,A320,1687905485,en-route
EK-AAD,AM,40.54985,44.58197,5654,17,696,100,AAG100,,,,,,AAG,,A321,1687905485,en-route
4K-AZ65,AZ,40.700623,50.33099,3741,184,655,,,,,,,,,,E190,1687905464,en-route
JU-1109,MN,47.15,108.31,10805,117,868,7303,MGL7303,OM7303,ZMCK,UBN,RKSI,ICN,MGL,OM,B752,1687905509,en-route
UP-B3733,KZ,29.7,52.7,11582,211,835,5219,VSV5219,DV5219,UAAA,ALA,,,VSV,DV,B738,1687905509,en-route
YA-PIC,AF,25.26,55.36,0,118,0,404,AFG404,FG404,OMDB,DXB,OAKB,KBL,AFG,FG,B734,1687905509,landed
9K-AKM,KW,32.91,71.38,7307,59,825,205,KAC205,KU205,OKBK,KWI,OPIS,ISB,KAC,KU,A20N,1687905509,en-route
9K-CBB,KW,29.161972,49.872173,8740,75,827,409,JZR409,J9409,OKBK,KWI,VIDP,DEL,JZR,J9,A20N,1687905387,en-route
9K-CBC,KW,29.02,66.88,10058,92,879,539,JZR539,J9539,OKBK,KWI,VNKT,KTM,JZR,J9,A20N,1687905509,en-route
HZ-AQL,SA,24.27,36.02,9959,131,855,260,SVA260,SV260,LTFM,IST,OEJN,JED,SVA,SV,A333,1687905509,en-route
HZ-AK24,SA,24.21,47.05,7612,166,774,724,SVA724,SV724,OERK,RUH,OPIS,ISB,SVA,SV,B77W,1687905509,en-route
HZ-AK74,SA,26.88,31.18,11277,136,894,3048,SVA3048,SV3048,LFPG,CDG,OEJN,JED,SVA,SV,B77L,1687905509,en-route
HZ-AK26,SA,24.94,46.72,0,59,20,143,SVA143,SV143,OERK,RUH,LFPG,CDG,SVA,SV,B77W,1687905509,en-route
HZ-AS51,SA,24.11,43.08,10660,70,857,528,SVA528,SV528,OEJN,JED,OBBI,BAH,SVA,SV,A320,1687905509,en-route
HZ-AS54,SA,25.26,55.37,0,300,18,598,SVA598,SV598,OEJN,JED,OMDB,DXB,SVA,SV,A320,1687905509,en-route
HZ-AK43,SA,55.1,-26.43,10058,88,990,22,SVA22,SV22,KJFK,JFK,OERK,RUH,SVA,SV,B77W,1687905509,en-route
HZ-AQ25,SA,20.77,39.09,7490,172,742,435,SVA435,SV435,OEJN,JED,HKJK,NBO,SVA,SV,A333,1687905509,en-route
HZ-AS74,SA,23.98,42.68,10050,69,837,1128,SVA1128,SV1128,OEJN,JED,OEDF,DMM,SVA,SV,A320,1687905509,en-route
HZ-AR23,SA,23.25,42.66,10660,77,905,836,SVA836,SV836,OEJN,JED,WSSS,SIN,SVA,SV,B789,1687905509,en-route
HZ-AS75,SA,23.46,46.93,10668,93,829,590,SVA590,SV590,OEJN,JED,OMDB,DXB,SVA,SV,A320,1687905509,en-route
HZ-FAK,SA,24.97,46.7,0,61,24,616,FAD616,F3616,HECA,CAI,OERK,RUH,FAD,F3,A320,1687905509,en-route
HZ-NS23,SA,19.7,40.6,7315,305,911,436,KNE436,XY436,OEAB,AHB,OEJN,JED,KNE,XY,A20N,1687905509,en-route
HZ-AS78,SA,24.54,39.71,0,253,0,1466,SVA1466,SV1466,OEMA,MED,OERK,RUH,SVA,SV,A320,1687905509,landed
4X-ERA,IL,32.775757,32.974846,7658,294,838,25,ELY25,LY25,LLBG,TLV,KEWR,EWR,ELY,LY,B788,1687905486,en-route
4X-ABF,IL,32.276482,34.381096,1569,125,466,752,ISR752,6H752,LJLJ,LJU,LLBG,TLV,ISR,6H,A320,1687905485,en-route
4X-ABI,IL,23.61,38.28,11582,337,881,912,ISR912,6H912,HTZA,ZNZ,LLBG,TLV,ISR,6H,A320,1687905509,en-route
4X-ABS,IL,32.556793,34.186543,5120,159,631,894,ISR894,6H894,UGTB,TBS,LLBG,TLV,ISR,6H,A320,1687905481,en-route
JY-AYP,JO,32.123291,36.732788,6103,52,825,800,RJA800,RJ800,OJAI,AMM,ORSU,ISU,RJA,RJ,A319,1687905470,en-route
JY-AYU,JO,25.974007,53.527557,8404,106,900,612,RJA612N,RJ612,OJAI,AMM,OMDB,DXB,RJA,RJ,A320,1687905483,en-route
9M-AQH,MY,2.26,111.98,0,129,170,6462,AXM6462,AK6462,WBGG,KCH,WBGS,SBW,AXM,AK,A320,1687905509,en-route
9M-LRJ,ID,35.777,140.392,0,239,0,872,MXD872,OD872,WMKK,KUL,RJAA,NRT,BTK,OD,B38M,1687905509,landed
9M-AGC,MY,4.25,113.95,411,24,307,6180,AXM6180,AK6180,WBGG,KCH,WBGR,MYY,AXM,AK,A320,1687905509,en-route
9M-MAB,MY,2.68,101.74,297,325,261,3,MAS3,MH3,EGLL,LHR,WMKK,KUL,MAS,MH,A359,1687905509,en-route
9M-AGU,MY,2.76,101.66,495,326,292,5878,AXM5878,AK5878,WMKK,KUL,WBGS,SBW,AXM,AK,A320,1687905509,en-route
RP-C8610,PH,8.31,123.93,891,213,292,2889,GAP2889,PR2889,RPLL,MNL,RPMO,OZC,PAL,PR,A320,1687905509,en-route
RP-C9905,PH,37.451283,126.445786,0,174,0,492,PAL492,PR492,RPLC,CRK,RKSI,ICN,PAL,PR,A321,1687905326,landed
RP-C9912,PH,6.6,111.09,10683,50,829,510,PAL510,PR510,WSSS,SIN,RPLL,MNL,PAL,PR,A321,1687905509,en-route
RP-C7281,PH,12.4,123.6,4572,112,459,6841,SRQ6841,DG6841,RPLL,MNL,RPNS,IAO,CEB,DG,AT76,1687905509,en-route
RP-C7288,PH,10.79,123.03,76,209,185,6468,SRQ6468,DG6468,RPVM,CEB,RPVB,BCD,CEB,DG,AT76,1687905509,en-route
RP-C8940,MY,8.15,124.86,7620,328,833,628,APG628,Z2628,RPMD,DVO,RPLL,MNL,AXM,Z2,A320,1687905509,en-route
9V-DHA,UK,21.17,-167.04,9753,270,877,7407,SIA7407,SQ7407,PHNL,HNL,WSSS,SIN,DHK,SQ,B77L,1687905509,en-route
4R-ALS,LK,31.66,125.55,11887,6,700,470,ALK470,UL470,VCBI,CMB,RKSI,ICN,ALK,UL,A332,1687905509,en-route
